chemical,Replication,Concentration,Response,celltype,phenotype
Potassium chromate (VI),1,0.1,0.950856077,iCell Hepatocytes,Nuclei Mean Area
Cobalt chloride,1,0.1,0.980978386,iCell Hepatocytes,Nuclei Mean Area
Nickel chloride,1,0.1,1.008836307,iCell Hepatocytes,Nuclei Mean Area
Benz(a)anthracene,2,0.1,1.00888578,iCell Hepatocytes,Nuclei Mean Area
Naphthalene,2,0.1,0.995508853,iCell Hepatocytes,Nuclei Mean Area
Fluoranthene,2,0.1,0.957400463,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDT",2,0.1,0.98608832,iCell Hepatocytes,Nuclei Mean Area
Dieldrin,2,0.1,0.965230991,iCell Hepatocytes,Nuclei Mean Area
Aldrin,2,0.1,0.992182786,iCell Hepatocytes,Nuclei Mean Area
Heptachlor,2,0.1,0.958021002,iCell Hepatocytes,Nuclei Mean Area
Lindane,2,0.1,0.993949225,iCell Hepatocytes,Nuclei Mean Area
Disulfoton,2,0.1,0.943137528,iCell Hepatocytes,Nuclei Mean Area
Endrin,2,0.1,1.019091298,iCell Hepatocytes,Nuclei Mean Area
Diazinon,2,0.1,0.990724553,iCell Hepatocytes,Nuclei Mean Area
Heptachlor epoxide,2,0.1,0.993840788,iCell Hepatocytes,Nuclei Mean Area
Pentachlorophenol,2,0.1,0.9604186,iCell Hepatocytes,Nuclei Mean Area
Dibutyl phthalate,2,0.1,1.008156343,iCell Hepatocytes,Nuclei Mean Area
Chlorpyrifos,2,0.1,0.990013875,iCell Hepatocytes,Nuclei Mean Area
Di(2-ethylhexyl) phthalate,2,0.1,0.988367772,iCell Hepatocytes,Nuclei Mean Area
"2,4,6-Trichlorophenol",2,0.1,0.966703774,iCell Hepatocytes,Nuclei Mean Area
Ethion,2,0.1,1.017811418,iCell Hepatocytes,Nuclei Mean Area
Azinphos-methyl,2,0.1,0.968439098,iCell Hepatocytes,Nuclei Mean Area
"2,4,5-Trichlorophenol",2,0.1,0.96722676,iCell Hepatocytes,Nuclei Mean Area
Parathion,2,0.1,0.967852235,iCell Hepatocytes,Nuclei Mean Area
Benzo(b)fluoranthene,2,0.1,0.877272772,iCell Hepatocytes,Nuclei Mean Area
Trifluralin,2,0.1,0.986610209,iCell Hepatocytes,Nuclei Mean Area
Acenaphthene,2,0.1,0.889662847,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDD",2,0.1,0.956256392,iCell Hepatocytes,Nuclei Mean Area
Benzidine,2,0.1,1.009174681,iCell Hepatocytes,Nuclei Mean Area
Endosulfan,2,0.1,0.987199448,iCell Hepatocytes,Nuclei Mean Area
Methoxychlor,2,0.1,0.939381629,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrophenol",2,0.1,0.968781075,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrotoluene",2,0.1,0.925209745,iCell Hepatocytes,Nuclei Mean Area
Dicofol,2,0.1,1.01495883,iCell Hepatocytes,Nuclei Mean Area
p-Cresol,2,0.1,0.994148448,iCell Hepatocytes,Nuclei Mean Area
"o,p'-DDT",2,0.1,0.994009533,iCell Hepatocytes,Nuclei Mean Area
"2-Methyl-4,6-dinitrophenol",2,0.1,0.992284086,iCell Hepatocytes,Nuclei Mean Area
"1,2,3-Trichlorobenzene",2,0.1,1.019495682,iCell Hepatocytes,Nuclei Mean Area
Lead nitrate,2,0.1,0.992274298,iCell Hepatocytes,Nuclei Mean Area
Cadmium chloride,2,0.1,0.72650958,iCell Hepatocytes,Nuclei Mean Area
Zinc chloride,2,0.1,1.002749951,iCell Hepatocytes,Nuclei Mean Area
Mercuric chloride,2,0.1,1.042710985,iCell Hepatocytes,Nuclei Mean Area
Potassium chromate (VI),2,0.1,1.037024202,iCell Hepatocytes,Nuclei Mean Area
Cobalt chloride,2,0.1,0.963201362,iCell Hepatocytes,Nuclei Mean Area
Nickel chloride,2,0.1,1.023244624,iCell Hepatocytes,Nuclei Mean Area
Benz(a)anthracene,1,1,0.985392588,iCell Hepatocytes,Nuclei Mean Area
Naphthalene,1,1,0.996901974,iCell Hepatocytes,Nuclei Mean Area
Fluoranthene,1,1,1.018242607,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDT",1,1,1.038867792,iCell Hepatocytes,Nuclei Mean Area
Dieldrin,1,1,0.987871742,iCell Hepatocytes,Nuclei Mean Area
Aldrin,1,1,1.025033972,iCell Hepatocytes,Nuclei Mean Area
Heptachlor,1,1,1.008316589,iCell Hepatocytes,Nuclei Mean Area
Lindane,1,1,1.030001392,iCell Hepatocytes,Nuclei Mean Area
Disulfoton,1,1,1.029160022,iCell Hepatocytes,Nuclei Mean Area
Endrin,1,1,1.008348867,iCell Hepatocytes,Nuclei Mean Area
Diazinon,1,1,1.026913843,iCell Hepatocytes,Nuclei Mean Area
Heptachlor epoxide,1,1,0.990492677,iCell Hepatocytes,Nuclei Mean Area
Pentachlorophenol,1,1,0.997963935,iCell Hepatocytes,Nuclei Mean Area
Dibutyl phthalate,1,1,1.029946314,iCell Hepatocytes,Nuclei Mean Area
Chlorpyrifos,1,1,1.052791778,iCell Hepatocytes,Nuclei Mean Area
Di(2-ethylhexyl) phthalate,1,1,1.013427004,iCell Hepatocytes,Nuclei Mean Area
"2,4,6-Trichlorophenol",1,1,1.005778692,iCell Hepatocytes,Nuclei Mean Area
Ethion,1,1,0.995693356,iCell Hepatocytes,Nuclei Mean Area
Azinphos-methyl,1,1,1.010113231,iCell Hepatocytes,Nuclei Mean Area
"2,4,5-Trichlorophenol",1,1,0.991590764,iCell Hepatocytes,Nuclei Mean Area
Parathion,1,1,0.986052206,iCell Hepatocytes,Nuclei Mean Area
Benzo(b)fluoranthene,1,1,1.008865301,iCell Hepatocytes,Nuclei Mean Area
Trifluralin,1,1,1.006289217,iCell Hepatocytes,Nuclei Mean Area
Acenaphthene,1,1,1.019671441,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDD",1,1,0.946887287,iCell Hepatocytes,Nuclei Mean Area
Benzidine,1,1,1.018791226,iCell Hepatocytes,Nuclei Mean Area
Endosulfan,1,1,0.987720115,iCell Hepatocytes,Nuclei Mean Area
Methoxychlor,1,1,1.028675674,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrophenol",1,1,0.981359052,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrotoluene",1,1,1.03403558,iCell Hepatocytes,Nuclei Mean Area
Dicofol,1,1,1.000392517,iCell Hepatocytes,Nuclei Mean Area
p-Cresol,1,1,1.010371455,iCell Hepatocytes,Nuclei Mean Area
"o,p'-DDT",1,1,1.029848074,iCell Hepatocytes,Nuclei Mean Area
"2-Methyl-4,6-dinitrophenol",1,1,0.971607654,iCell Hepatocytes,Nuclei Mean Area
"1,2,3-Trichlorobenzene",1,1,0.984615772,iCell Hepatocytes,Nuclei Mean Area
Lead nitrate,1,1,1.004393678,iCell Hepatocytes,Nuclei Mean Area
Cadmium chloride,1,1,0.642136697,iCell Hepatocytes,Nuclei Mean Area
Zinc chloride,1,1,1.014423469,iCell Hepatocytes,Nuclei Mean Area
Mercuric chloride,1,1,1.046838684,iCell Hepatocytes,Nuclei Mean Area
Potassium chromate (VI),1,1,1.012335392,iCell Hepatocytes,Nuclei Mean Area
Cobalt chloride,1,1,0.985481253,iCell Hepatocytes,Nuclei Mean Area
Nickel chloride,1,1,1.030271994,iCell Hepatocytes,Nuclei Mean Area
Benz(a)anthracene,2,1,1.035514087,iCell Hepatocytes,Nuclei Mean Area
Naphthalene,2,1,0.981819138,iCell Hepatocytes,Nuclei Mean Area
Fluoranthene,2,1,1.000932817,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDT",2,1,0.977988477,iCell Hepatocytes,Nuclei Mean Area
Dieldrin,2,1,1.007369992,iCell Hepatocytes,Nuclei Mean Area
Aldrin,2,1,1.000176476,iCell Hepatocytes,Nuclei Mean Area
Heptachlor,2,1,1.02065065,iCell Hepatocytes,Nuclei Mean Area
Lindane,2,1,1.015596389,iCell Hepatocytes,Nuclei Mean Area
Disulfoton,2,1,1.015941112,iCell Hepatocytes,Nuclei Mean Area
Endrin,2,1,0.976858866,iCell Hepatocytes,Nuclei Mean Area
Diazinon,2,1,1.017625652,iCell Hepatocytes,Nuclei Mean Area
Heptachlor epoxide,2,1,0.987192953,iCell Hepatocytes,Nuclei Mean Area
Pentachlorophenol,2,1,0.985627105,iCell Hepatocytes,Nuclei Mean Area
Dibutyl phthalate,2,1,0.966305422,iCell Hepatocytes,Nuclei Mean Area
Chlorpyrifos,2,1,1.035583818,iCell Hepatocytes,Nuclei Mean Area
Di(2-ethylhexyl) phthalate,2,1,0.970808234,iCell Hepatocytes,Nuclei Mean Area
"2,4,6-Trichlorophenol",2,1,0.962476321,iCell Hepatocytes,Nuclei Mean Area
Ethion,2,1,1.010109747,iCell Hepatocytes,Nuclei Mean Area
Azinphos-methyl,2,1,0.967130852,iCell Hepatocytes,Nuclei Mean Area
"2,4,5-Trichlorophenol",2,1,0.985554718,iCell Hepatocytes,Nuclei Mean Area
Parathion,2,1,1.003523864,iCell Hepatocytes,Nuclei Mean Area
Benzo(b)fluoranthene,2,1,1.045019542,iCell Hepatocytes,Nuclei Mean Area
Trifluralin,2,1,0.973272264,iCell Hepatocytes,Nuclei Mean Area
Acenaphthene,2,1,0.999601235,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDD",2,1,1.013590376,iCell Hepatocytes,Nuclei Mean Area
Benzidine,2,1,1.03958798,iCell Hepatocytes,Nuclei Mean Area
Endosulfan,2,1,1.024666891,iCell Hepatocytes,Nuclei Mean Area
Methoxychlor,2,1,1.009890211,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrophenol",2,1,0.999468821,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrotoluene",2,1,1.058262406,iCell Hepatocytes,Nuclei Mean Area
Dicofol,2,1,0.984750609,iCell Hepatocytes,Nuclei Mean Area
p-Cresol,2,1,1.023788109,iCell Hepatocytes,Nuclei Mean Area
"o,p'-DDT",2,1,0.979322896,iCell Hepatocytes,Nuclei Mean Area
"2-Methyl-4,6-dinitrophenol",2,1,0.989033428,iCell Hepatocytes,Nuclei Mean Area
"1,2,3-Trichlorobenzene",2,1,0.995500157,iCell Hepatocytes,Nuclei Mean Area
Lead nitrate,2,1,0.961734529,iCell Hepatocytes,Nuclei Mean Area
Cadmium chloride,2,1,0.756929925,iCell Hepatocytes,Nuclei Mean Area
Zinc chloride,2,1,1.023295415,iCell Hepatocytes,Nuclei Mean Area
Mercuric chloride,2,1,1.056027244,iCell Hepatocytes,Nuclei Mean Area
Potassium chromate (VI),2,1,0.943448025,iCell Hepatocytes,Nuclei Mean Area
Cobalt chloride,2,1,1.032785127,iCell Hepatocytes,Nuclei Mean Area
Nickel chloride,2,1,0.962535712,iCell Hepatocytes,Nuclei Mean Area
Benz(a)anthracene,1,10,1.030362633,iCell Hepatocytes,Nuclei Mean Area
Naphthalene,1,10,1.017968906,iCell Hepatocytes,Nuclei Mean Area
Fluoranthene,1,10,1.054861561,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDT",1,10,1.034104543,iCell Hepatocytes,Nuclei Mean Area
Dieldrin,1,10,1.023010258,iCell Hepatocytes,Nuclei Mean Area
Aldrin,1,10,1.013035453,iCell Hepatocytes,Nuclei Mean Area
Heptachlor,1,10,1.034110459,iCell Hepatocytes,Nuclei Mean Area
Lindane,1,10,1.013182671,iCell Hepatocytes,Nuclei Mean Area
Disulfoton,1,10,1.005008634,iCell Hepatocytes,Nuclei Mean Area
Endrin,1,10,1.018451003,iCell Hepatocytes,Nuclei Mean Area
Diazinon,1,10,1.014218172,iCell Hepatocytes,Nuclei Mean Area
Heptachlor epoxide,1,10,0.984344703,iCell Hepatocytes,Nuclei Mean Area
Pentachlorophenol,1,10,1.014353946,iCell Hepatocytes,Nuclei Mean Area
Dibutyl phthalate,1,10,0.988364631,iCell Hepatocytes,Nuclei Mean Area
Chlorpyrifos,1,10,1.032990887,iCell Hepatocytes,Nuclei Mean Area
Di(2-ethylhexyl) phthalate,1,10,1.002848876,iCell Hepatocytes,Nuclei Mean Area
"2,4,6-Trichlorophenol",1,10,0.992697669,iCell Hepatocytes,Nuclei Mean Area
Ethion,1,10,1.000881459,iCell Hepatocytes,Nuclei Mean Area
Azinphos-methyl,1,10,0.989933457,iCell Hepatocytes,Nuclei Mean Area
"2,4,5-Trichlorophenol",1,10,0.937290983,iCell Hepatocytes,Nuclei Mean Area
Parathion,1,10,0.992549418,iCell Hepatocytes,Nuclei Mean Area
Benzo(b)fluoranthene,1,10,0.999104617,iCell Hepatocytes,Nuclei Mean Area
Trifluralin,1,10,1.024002597,iCell Hepatocytes,Nuclei Mean Area
Acenaphthene,1,10,1.000445062,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDD",1,10,1.027118765,iCell Hepatocytes,Nuclei Mean Area
Benzidine,1,10,1.005975639,iCell Hepatocytes,Nuclei Mean Area
Endosulfan,1,10,1.001179836,iCell Hepatocytes,Nuclei Mean Area
Methoxychlor,1,10,0.9804262,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrophenol",1,10,1.003787354,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrotoluene",1,10,1.030118584,iCell Hepatocytes,Nuclei Mean Area
Dicofol,1,10,1.010275558,iCell Hepatocytes,Nuclei Mean Area
p-Cresol,1,10,0.972468443,iCell Hepatocytes,Nuclei Mean Area
"o,p'-DDT",1,10,1.006976519,iCell Hepatocytes,Nuclei Mean Area
"2-Methyl-4,6-dinitrophenol",1,10,0.966661066,iCell Hepatocytes,Nuclei Mean Area
"1,2,3-Trichlorobenzene",1,10,0.983792419,iCell Hepatocytes,Nuclei Mean Area
Lead nitrate,1,10,0.977203541,iCell Hepatocytes,Nuclei Mean Area
Cadmium chloride,1,10,0.749429259,iCell Hepatocytes,Nuclei Mean Area
Zinc chloride,1,10,0.999675564,iCell Hepatocytes,Nuclei Mean Area
Mercuric chloride,1,10,1.077517587,iCell Hepatocytes,Nuclei Mean Area
Potassium chromate (VI),1,10,0.998039465,iCell Hepatocytes,Nuclei Mean Area
Cobalt chloride,1,10,1.028353838,iCell Hepatocytes,Nuclei Mean Area
Nickel chloride,1,10,0.969622034,iCell Hepatocytes,Nuclei Mean Area
Benz(a)anthracene,2,10,1.019637164,iCell Hepatocytes,Nuclei Mean Area
Naphthalene,2,10,1.011909681,iCell Hepatocytes,Nuclei Mean Area
Fluoranthene,2,10,0.99099689,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDT",2,10,1.053056881,iCell Hepatocytes,Nuclei Mean Area
Dieldrin,2,10,1.010668969,iCell Hepatocytes,Nuclei Mean Area
Aldrin,2,10,1.023987603,iCell Hepatocytes,Nuclei Mean Area
Heptachlor,2,10,1.002207017,iCell Hepatocytes,Nuclei Mean Area
Lindane,2,10,1.025492326,iCell Hepatocytes,Nuclei Mean Area
Disulfoton,2,10,0.982144916,iCell Hepatocytes,Nuclei Mean Area
Endrin,2,10,1.032896406,iCell Hepatocytes,Nuclei Mean Area
Diazinon,2,10,0.986519062,iCell Hepatocytes,Nuclei Mean Area
Heptachlor epoxide,2,10,1.029163387,iCell Hepatocytes,Nuclei Mean Area
Pentachlorophenol,2,10,0.99538339,iCell Hepatocytes,Nuclei Mean Area
Dibutyl phthalate,2,10,1.03577224,iCell Hepatocytes,Nuclei Mean Area
Chlorpyrifos,2,10,1.014394852,iCell Hepatocytes,Nuclei Mean Area
Di(2-ethylhexyl) phthalate,2,10,1.019339567,iCell Hepatocytes,Nuclei Mean Area
"2,4,6-Trichlorophenol",2,10,1.00571611,iCell Hepatocytes,Nuclei Mean Area
Ethion,2,10,1.036146338,iCell Hepatocytes,Nuclei Mean Area
Azinphos-methyl,2,10,0.955192756,iCell Hepatocytes,Nuclei Mean Area
"2,4,5-Trichlorophenol",2,10,0.987529442,iCell Hepatocytes,Nuclei Mean Area
Parathion,2,10,0.975026535,iCell Hepatocytes,Nuclei Mean Area
Benzo(b)fluoranthene,2,10,0.958101077,iCell Hepatocytes,Nuclei Mean Area
Trifluralin,2,10,0.985048206,iCell Hepatocytes,Nuclei Mean Area
Acenaphthene,2,10,0.972476299,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDD",2,10,1.00141645,iCell Hepatocytes,Nuclei Mean Area
Benzidine,2,10,0.974688858,iCell Hepatocytes,Nuclei Mean Area
Endosulfan,2,10,0.99816515,iCell Hepatocytes,Nuclei Mean Area
Methoxychlor,2,10,0.965899664,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrophenol",2,10,1.013091637,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrotoluene",2,10,0.974766553,iCell Hepatocytes,Nuclei Mean Area
Dicofol,2,10,1.003720797,iCell Hepatocytes,Nuclei Mean Area
p-Cresol,2,10,0.960990633,iCell Hepatocytes,Nuclei Mean Area
"o,p'-DDT",2,10,1.034965294,iCell Hepatocytes,Nuclei Mean Area
"2-Methyl-4,6-dinitrophenol",2,10,0.963053481,iCell Hepatocytes,Nuclei Mean Area
"1,2,3-Trichlorobenzene",2,10,1.008943618,iCell Hepatocytes,Nuclei Mean Area
Lead nitrate,2,10,0.963969602,iCell Hepatocytes,Nuclei Mean Area
Cadmium chloride,2,10,0.692212083,iCell Hepatocytes,Nuclei Mean Area
Zinc chloride,2,10,0.969952512,iCell Hepatocytes,Nuclei Mean Area
Mercuric chloride,2,10,1.057285155,iCell Hepatocytes,Nuclei Mean Area
Potassium chromate (VI),2,10,0.903142177,iCell Hepatocytes,Nuclei Mean Area
Cobalt chloride,2,10,1.005788401,iCell Hepatocytes,Nuclei Mean Area
Nickel chloride,2,10,0.997567671,iCell Hepatocytes,Nuclei Mean Area
Benz(a)anthracene,1,100,0.986144536,iCell Hepatocytes,Nuclei Mean Area
Naphthalene,1,100,1.00703779,iCell Hepatocytes,Nuclei Mean Area
Fluoranthene,1,100,1.139672944,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDT",1,100,0.58070181,iCell Hepatocytes,Nuclei Mean Area
Dieldrin,1,100,0.894918605,iCell Hepatocytes,Nuclei Mean Area
Aldrin,1,100,0.585419782,iCell Hepatocytes,Nuclei Mean Area
Heptachlor,1,100,0.590686331,iCell Hepatocytes,Nuclei Mean Area
Lindane,1,100,0.989617812,iCell Hepatocytes,Nuclei Mean Area
Disulfoton,1,100,1.020094136,iCell Hepatocytes,Nuclei Mean Area
Endrin,1,100,0.989494988,iCell Hepatocytes,Nuclei Mean Area
Diazinon,1,100,1.002406564,iCell Hepatocytes,Nuclei Mean Area
Heptachlor epoxide,1,100,0.989544348,iCell Hepatocytes,Nuclei Mean Area
Pentachlorophenol,1,100,0.74743318,iCell Hepatocytes,Nuclei Mean Area
Dibutyl phthalate,1,100,0.98371088,iCell Hepatocytes,Nuclei Mean Area
Chlorpyrifos,1,100,1.034952106,iCell Hepatocytes,Nuclei Mean Area
Di(2-ethylhexyl) phthalate,1,100,1.0352624,iCell Hepatocytes,Nuclei Mean Area
"2,4,6-Trichlorophenol",1,100,1.069673455,iCell Hepatocytes,Nuclei Mean Area
Ethion,1,100,1.011693133,iCell Hepatocytes,Nuclei Mean Area
Azinphos-methyl,1,100,0.98883406,iCell Hepatocytes,Nuclei Mean Area
"2,4,5-Trichlorophenol",1,100,0.973882734,iCell Hepatocytes,Nuclei Mean Area
Parathion,1,100,0.957838387,iCell Hepatocytes,Nuclei Mean Area
Benzo(b)fluoranthene,1,100,0.794128463,iCell Hepatocytes,Nuclei Mean Area
Trifluralin,1,100,0.983994715,iCell Hepatocytes,Nuclei Mean Area
Acenaphthene,1,100,1.035876416,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDD",1,100,0.631616415,iCell Hepatocytes,Nuclei Mean Area
Benzidine,1,100,1.003240328,iCell Hepatocytes,Nuclei Mean Area
Endosulfan,1,100,0.607305849,iCell Hepatocytes,Nuclei Mean Area
Methoxychlor,1,100,0.807898295,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrophenol",1,100,0.93315593,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrotoluene",1,100,1.00799241,iCell Hepatocytes,Nuclei Mean Area
Dicofol,1,100,0.663443601,iCell Hepatocytes,Nuclei Mean Area
p-Cresol,1,100,1.027771908,iCell Hepatocytes,Nuclei Mean Area
"o,p'-DDT",1,100,0.537060717,iCell Hepatocytes,Nuclei Mean Area
"2-Methyl-4,6-dinitrophenol",1,100,1.080978577,iCell Hepatocytes,Nuclei Mean Area
"1,2,3-Trichlorobenzene",1,100,1.004617742,iCell Hepatocytes,Nuclei Mean Area
Lead nitrate,1,100,0.987134434,iCell Hepatocytes,Nuclei Mean Area
Cadmium chloride,1,100,0.60237493,iCell Hepatocytes,Nuclei Mean Area
Zinc chloride,1,100,0.676179949,iCell Hepatocytes,Nuclei Mean Area
Mercuric chloride,1,100,1.0612458,iCell Hepatocytes,Nuclei Mean Area
Potassium chromate (VI),1,100,1.031230273,iCell Hepatocytes,Nuclei Mean Area
Cobalt chloride,1,100,0.680434167,iCell Hepatocytes,Nuclei Mean Area
Nickel chloride,1,100,0.796122433,iCell Hepatocytes,Nuclei Mean Area
Benz(a)anthracene,2,100,1.013429404,iCell Hepatocytes,Nuclei Mean Area
Naphthalene,2,100,1.001360903,iCell Hepatocytes,Nuclei Mean Area
Fluoranthene,2,100,1.06267608,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDT",2,100,0.475094325,iCell Hepatocytes,Nuclei Mean Area
Dieldrin,2,100,0.983652291,iCell Hepatocytes,Nuclei Mean Area
Aldrin,2,100,0.960146719,iCell Hepatocytes,Nuclei Mean Area
Heptachlor,2,100,1.059632239,iCell Hepatocytes,Nuclei Mean Area
Lindane,2,100,1.03575522,iCell Hepatocytes,Nuclei Mean Area
Disulfoton,2,100,1.044797811,iCell Hepatocytes,Nuclei Mean Area
Endrin,2,100,1.005719402,iCell Hepatocytes,Nuclei Mean Area
Diazinon,2,100,0.998525335,iCell Hepatocytes,Nuclei Mean Area
Heptachlor epoxide,2,100,0.979898593,iCell Hepatocytes,Nuclei Mean Area
Pentachlorophenol,2,100,0.775840998,iCell Hepatocytes,Nuclei Mean Area
Dibutyl phthalate,2,100,0.972874375,iCell Hepatocytes,Nuclei Mean Area
Chlorpyrifos,2,100,1.047327271,iCell Hepatocytes,Nuclei Mean Area
Di(2-ethylhexyl) phthalate,2,100,0.976860143,iCell Hepatocytes,Nuclei Mean Area
"2,4,6-Trichlorophenol",2,100,1.005630637,iCell Hepatocytes,Nuclei Mean Area
Ethion,2,100,0.989879908,iCell Hepatocytes,Nuclei Mean Area
Azinphos-methyl,2,100,1.01485314,iCell Hepatocytes,Nuclei Mean Area
"2,4,5-Trichlorophenol",2,100,1.052353802,iCell Hepatocytes,Nuclei Mean Area
Parathion,2,100,0.933691092,iCell Hepatocytes,Nuclei Mean Area
Benzo(b)fluoranthene,2,100,0.898067327,iCell Hepatocytes,Nuclei Mean Area
Trifluralin,2,100,0.979366454,iCell Hepatocytes,Nuclei Mean Area
Acenaphthene,2,100,0.992765619,iCell Hepatocytes,Nuclei Mean Area
"p,p'-DDD",2,100,0.836783354,iCell Hepatocytes,Nuclei Mean Area
Benzidine,2,100,0.961799774,iCell Hepatocytes,Nuclei Mean Area
Endosulfan,2,100,1.120632067,iCell Hepatocytes,Nuclei Mean Area
Methoxychlor,2,100,0.886437348,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrophenol",2,100,0.985194533,iCell Hepatocytes,Nuclei Mean Area
"2,4-Dinitrotoluene",2,100,0.956608528,iCell Hepatocytes,Nuclei Mean Area
Dicofol,2,100,0.477499102,iCell Hepatocytes,Nuclei Mean Area
p-Cresol,2,100,0.996061491,iCell Hepatocytes,Nuclei Mean Area
"o,p'-DDT",2,100,0.645903786,iCell Hepatocytes,Nuclei Mean Area
"2-Methyl-4,6-dinitrophenol",2,100,1.084568131,iCell Hepatocytes,Nuclei Mean Area
"1,2,3-Trichlorobenzene",2,100,1.001717064,iCell Hepatocytes,Nuclei Mean Area
Lead nitrate,2,100,0.964742501,iCell Hepatocytes,Nuclei Mean Area
Cadmium chloride,2,100,0.726688484,iCell Hepatocytes,Nuclei Mean Area
Zinc chloride,2,100,0.78481047,iCell Hepatocytes,Nuclei Mean Area
Mercuric chloride,2,100,1.003923217,iCell Hepatocytes,Nuclei Mean Area
Potassium chromate (VI),2,100,1.01160202,iCell Hepatocytes,Nuclei Mean Area
Cobalt chloride,2,100,0.653398467,iCell Hepatocytes,Nuclei Mean Area
Nickel chloride,2,100,0.819368314,iCell Hepatocytes,Nuclei Mean Area
Benz(a)anthracene,1,0.01,0.84425438,iCell Endothelial cells,Cell Number
Naphthalene,1,0.01,0.973007771,iCell Endothelial cells,Cell Number
Fluoranthene,1,0.01,0.853451051,iCell Endothelial cells,Cell Number
"p,p'-DDT",1,0.01,1.156941187,iCell Endothelial cells,Cell Number
Dieldrin,1,0.01,1.14038718,iCell Endothelial cells,Cell Number
Aldrin,1,0.01,0.808387364,iCell Endothelial cells,Cell Number
Heptachlor,1,0.01,0.891157401,iCell Endothelial cells,Cell Number
Lindane,1,0.01,0.887478733,iCell Endothelial cells,Cell Number
Disulfoton,1,0.01,1.038304134,iCell Endothelial cells,Cell Number
Endrin,1,0.01,1.117395503,iCell Endothelial cells,Cell Number
Diazinon,1,0.01,0.842415046,iCell Endothelial cells,Cell Number
Heptachlor epoxide,1,0.01,0.934381754,iCell Endothelial cells,Cell Number
Pentachlorophenol,1,0.01,1.00795512,iCell Endothelial cells,Cell Number
Dibutyl phthalate,1,0.01,0.995999448,iCell Endothelial cells,Cell Number
Chlorpyrifos,1,0.01,1.008874787,iCell Endothelial cells,Cell Number
Di(2-ethylhexyl) phthalate,1,0.01,0.829539707,iCell Endothelial cells,Cell Number
"2,4,6-Trichlorophenol",1,0.01,1.091644825,iCell Endothelial cells,Cell Number
